,text,title,observer,event,year
528," We are carrying out the ""Pan-STARRS Search for Kilonovae"" which is a focused search for intrinsically faint transients, or rapidly evolving transients in galaxies which are closer than 200 Mpc in the ongoing Pan-STARRS Near Earth Object surveys (see Smartt et al. AstroNote 2019-48 for details). 
In normal survey mode, Pan-STARRS takes 4 x 45s exposures in w, i or z each night reaching 5 sigma magnitudes of w<22, i<21 and z<20.5 in each frame (see Chambers et al. 2016, 1612.05560). 
We draw attention to PS20cph (AT2020inm) in the nearby host galaxy M104, discovered by Pan-STARRS2. It was discovered on MJD 58965.35 (2020-04-26.35) at a magnitude of w = 20.03 +/- 0.10. It was also detected in Pan-STARRS1 data either side of the PS2 discovery on MJD 58961.37 (at w = 22.24 +/- 0.34, from a forced photometry measurement at the position) and again on MJD 58966.32 (at w = 20.9 +/- 0.50).  We give a large error because this PS1 detection is close to a chip gap (masked region), and while the transient is clearly visible the photometry has a large systematic error. We provide a lightcurve and finder attached. 
This indicates a rapid rise (at least ~2 mags in a maximum of 5 days) and rapid decline (between ~0.4 to 0.9 mag in 1 day). The transient is not detected in a subsequent 20 min r-band exposure (limiting magnitude of r ~ 19.5 due to high background counts) on MJD 58971.88 obtained at the Liverpool Telescope (Steele et al. 2004). PS1 followup optical photometry could not be carried out due to proximity with the Moon. 
Adopting a distance modulus of 30.2 +/- 0.6 mag for M104 (from NED), the absolute magnitude for the PS2 detection is w = -10.3 +/- 0.6.  This is possibly a nova and would be on the extreme end of the MMRD (maximum magnitude vs rate of decline relationship e.g. see Della Valle & Izzo 2020, arXiv:2004.06540)
Followup photometric and spectroscopic observations are encouraged to determine if it is indeed a nova or some other unusual faint transient. 
 

", Pan-STARRS Search for Kilonovae: PS20cph (AT2020inm) is a faint and fast transient in M104,Pan-STARRS,,2020
529," We report spectroscopic observations of AT2020bio with the SPRAT instrument on the Liverpool Telescope (Steele, Iain A., Smith, Robert J., Rees, Paul C. et al. 2004). The transient, associated with NGC 5371 (z=0.009), was discovered by Koichi Itagaki on MJD 58877.77 (2020-01-29 18:27:37) at 16.7 magnitude (clear filter). ATLAS (Tonry et al. 2018, PASP, 13, 064505) detected the transient on MJD 58878.53 at an orange band magnitude of m_o = 16.44 +/- 0.02 (M_o ~ -16), following non-detections on MJD 58874.67 and 58876.67. 
The spectrum (4000-8000 A) is largely featureless with a blue continuum, lacking flash ionization features. A shallow, broad feature is possibly detected between 5500-6000. Assuming this feature is HeI 5876, the deduced velocity is ~11,000 km/sec. The ATLAS photometry indicates a rapid rise of ~3 mag in a span of roughly 2 days. The observations indicate that AT2020bio is a young core collapse supernova.

", LT spectroscopy of AT2020bio indicates a young core collapse supernova,ZTF,,2020
530," Observations were carried out on the night of 12 August 2020 using the ALFOSC spectrograph mounted on the 2.56-m Nordic Optical Telescope at Roque de los Muchachos Observatory, La Palma, Spain.
The spectrum was obtained with 1-arcsec slit and grism #4 covering the spectral range from 3500-9400 AA. The integration of the spectrum is 400 s.
SNID (Blondin & Tonry 2007 2007ApJ...666.1024B) gives excellent matches with various Type Ia SN templates well before maximum. It will unfortunately be difficult to follow this young, nearby SN Ia due to observational constraints.
The source was initially reported in https://www.wis-tns.org/astronotes/astronote/2020-151

", Spectroscopic classification of ZTF20abqvsik / AT2020rcq,ZTF,,2020
531," AT2020jfo is a young, rising supernova in the nearby spiral galaxy M61 (Schulze et al., AstroNote 2020-99).  During the 24 hours following its discovery we obtained three optical spectra using the Nordic Optical Telescope (ALFOSC) and Liverpool Telescope (SPRAT) on La Palma and with the 60-inch Telescope (SEDM) at Palomar Observatory.  The ALFOSC spectrum was taken using grism 4. 
All three spectra are dominated by a blue and very hot continuum with weak features.  The most prominent of these is a broad P-cygni like feature centered at approximately 4500 Angstroms, likely blueshifted helium.  The spectra also consistently show a weaker but significant broad feature at 6500 Angstroms, likely H-alpha.
Anaysis of the spectra using SNID (Blondin & Tonry 2007, 2007ApJ...666.1024B) shows a good match to SN 1999gi, a Type IIP SN, about 7 days before maximum light.  We suggest that SN 2020jfo is a young Type II supernova.
We thank Teet Kuutma and the NOT staff for obtaining these service observations.

", Classification of SN 2020jfo (ZTF20aaynrrh) as a young Type II supernova,ZTF,,2020
532," We are carrying out the ""Pan-STARRS Search for Kilonovae"" which is a focused search for intrinsically faint transients, or rapidly evolving transients in galaxies which are closer than 200 Mpc in the ongoing Pan-STARRS Near Earth Object surveys (see Smartt et al. AstroNote 2019-48 for details). 
In normal survey mode, Pan-STARRS takes 4 x 45s exposures in w, i or z each night reaching 5 sigma magnitudes of w<22, i<21 and z<20.5 in each frame (see Chambers et al. 2016, 1612.05560). 
We report the discovery of an intrinsically faint transient PS19gkq (AT2019ukm)  in the host galaxy NGC 2770 , at a redshift of z = 0.007, or d = 30.1 Mpc (from NED).  The transient was discovered at MJD 58794.60 (2019-11-07.60) at mag w = 21.0 +/- 0.2.It is offset from the this possible nearby host (NGC2770) by 120.50"" S, 82.30"" W (a projected 20 kpc radius from the galaxy centre). At this distance the absolute magnitude is M_w = -11.3 (assuming m-M = 32.3 and foreground exinction of  A_r = 0.062). This is outside the optical disk of NGC2770 and such a faint absolute magnitude is unusual. It is possible this is a background supernova, and there is a g = 20.1, galaxy SDSS J090940.27+330641.3 at a distance 3.4 arcsec away (photz = 0.24).  Follow up observation taken on mjd 58796.62 showed it had a a mag w=21.0 +/-0.1. Hence the lightcurve appears flat, and a background SN is plausible, but a spectroscopic observation is required.
Information on all objects discovered by the ""Pan-STARRS search for kilonovae"" will be made available at http://star.pst.qub.ac.uk/ps1threepi/. We will release AstroNotes for all these candidates and encourage spectroscopic classification or photometric follow-up.  A finder is attached. 
These discoveries are a byproduct of the Pan-STARRS NEO survey observations supported by the NASA Grants, including No. NNX14AM74G issued through the SSO Near Earth Object Observations Program.
 

", Pan-STARRS Search for Kilonovae: discovery of an intrinsically faint transient in NGC 2770 (30.1Mpc),Pan-STARRS,,2019
533," ePESSTO+, the advanced Public ESO Spectroscopic Survey for Transient Objects (Smartt et al. 2015 2015A&A...579A..40S), reports the following supernova classifications.
Targets were supplied by the ATLAS survey (Smith et al. 2020 2020arXiv200309052S), the Zwicky Transient Facility ZTF (Bellm et al. 2019 2019PASP..131a8002B) - data stream processed through the Lasair broker (Smith, Williams, Young et al. 2019 2019RNAAS...3a..26S) and by the ALeRCE broker (Forster et al. 2020 https://arxiv.org/abs/2008.03303) and by the ESA Gaia Photometric Science Alerts Team DPAC.
Observations were performed on the ESO New Technology Telescope (NTT) at La Silla on the night of 2021 March 12, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done using SNID (Blondin & Tonry 2007 2007ApJ...666.1024B) and GELATO (Harutyunyan et al. 2008 2008A&A...488..383H).
The classification spectra and additional details can be obtained from http://www.pessto.org (via WISeREP) and the IAU Transient Name Server.
The classified objects are listed in the Related Objects table below.

", ePESSTO+ spectroscopic classification of optical transients,PESSTO,,2021
534," The Zwicky Transient Facility (ZTF; Bellm et al. 2019; Graham et al. 2019) Infant Supernova Science Program (Gal-Yam 2019) reports the early discovery and rapid follow-up of SN 2019gmh (ZTF19aawgxdn), following the methodology outlined by Gal-Yam et al. (2011). The object was first detected on ZTF r-band images obtained on June 1, 2019 at 05:17 UT, about 45 hours after the last non-detection, and was picked up by the infant supernova custom Marshal filter. The object was saved by a duty astronomer and rapid follow-up was triggered. The object also passed the Redshift Completeness Factor (RCF) filter and was publicly announced by the AMPEL system (Nordin et al. 2019) via the TNS. A spectrum obtained with the SEDM instrument (Blagorodnova et al. 2018) mounted on the robotic P60 1.5m telescope at Palomar Observatory on 10:25 UT showed a blue continuum with a low-contrast broad Halpha line and weaker features consistent with higher Balmer lines, suggesting this is a very young Type II supernova. Observations are available via the TNS. Assuming the redshift of the apparent host (UGC 10436, z=0.030234; d=130 Mpc from NED), the SN was discovered around g=-17 absolute magnitude. Swift photometry has been triggered and additional observations are ongoing.
We will continue to distribute alerts on such early SN detections via Astronotes; additional follow-up observations of this SN are encouraged.
ZTF is a project led by PI S. R. Kulkarni at Caltech, and includes IPAC; WIS, Israel; OKC, Sweden; JSI/UMd, USA; UW,USA; DESY, Germany; NRC, Taiwan; UW Milwaukee, USA and LANL USA. ZTF acknowledges the generous support of the NSF under AST MSIP Grant No 1440341. Alert distribution service provided by DIRAC@UW. Alert filtering is being undertaken by the GROWTH marshal system (Kasliwal et al. 2019), supported by NSF PIRE grant 1545949.

", ZTF early discovery and rapid follow-up of the infant SN 2019gmh (ZTF19aawgxdn),ZTF,,2019
535," The combination of ATLAS and ZTF data has led to recent discoveries of interesting fast and faint objects (e.g. SN2018kzr: McBrien et al. 2019, ApJ 885, L23,  SN2019gsc : Srivastav et al. ApJL arXiv:2001.09722). 
We draw attention to the fast evolving transient AT2020dih from the combined ZTF and ATLAS survey data and encourage rapid spectroscopic classification.  
AT 2020dih was discovered by ZTF on 2020-02-22 (MJD=58901.429), see TNS Transient Report 62755. It is potentially associated with the nearby galaxy M94, offset by 514"" S, 203"" W or a projected distance of 12 kpc, assuming a distance to M94 of 5 Mpc (from NED). 
The transient peaked at g =18.6, o = 18.5  between 58905.5 - 58906.5, which would be an absolute mag of M = -10 and has faded by 1.5 mag in 3 days. The ZTF lightcurve is available through Lasair (Smith et al. 2019, RNASS, 3 26)
https://lasair.roe.ac.uk/object/ZTF20aaqhsil/
It is now at r =19.7 (58908.5) , and has reddened considerably. A nova in M95 is a possible explanation. 
The transient is 5 arcsec north of a faint, r=22.3  SDSS galaxy SDSS J125035.04+405833.5 with an uncertain photo z=0.11+/-0.08. At this redshift, it would also be around 12 kpc offset from the host and would have peaked at -19.8. The fast decline would be very unusual for an object of this luminosity. 
Spectroscopic confirmation is required to determine the host and confirm if this is a nova in M94 or other unusually fast evovling transient. A finder is attached. 
 
 

", AT 2020dih - a fast transient either in M94 (5 Mpc) or at z ~ 0.1,ZTF,,2020
536," ePESSTO+, the advanced Public ESO Spectroscopic Survey for Transient Objects (Smartt et al. 2015 2015A&A...579A..40S), reports the following supernova classifications.
Targets were supplied by the ATLAS survey (Tonry et al. 2018 2018PASP..130f4505T) and the Zwicky Transient Facility ZTF (Kulkarni 2018 2018ATel11266....1K) - data stream processed through the Lasair broker (Smith, Williams, Young et al. 2019 2019RNAAS...3a..26S).
Observations were performed on the ESO New Technology Telescope (NTT) at La Silla on the night of 2020 Jan 22, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done using SNID (Blondin & Tonry 2007 2007ApJ...666.1024B).
The classification spectra and additional details can be obtained from http://www.pessto.org (via WISeREP) and the IAU Transient Name Server.
The classified objects are listed in the Related Objects table below.

", ePESSTO+ spectroscopic classification of optical transients,PESSTO,,2020
537," ATLAS is a twin 0.5m telescope system on Haleakala and Mauna Loa which is robotically surveying the sky above declination -40 with a cadence of 2 days (Tonry et al. 2018, PASP,130:064505). Two filters are used, cyan and orange (denoted c and o; all mags quoted are in the AB system). While carrying out the primary mission for Near Earth Objects, we search for and publicly report stationary transients to the IAU Transient Name Server.  Data processing is carried out at Queen's University which combines automated source parameter filtering, machine learning image recognition, and spatial cross-matching with astronomical catalogues (Smith et al. 2020, PASP, 132:085002). More information is on the ATLAS homepage. We are submitting AstroNotes for transients that are either within 100 Mpc, or have some other interesting feature to bring to the community's attention, such as bright nuclear transients, slowly rising or rapidly fading objects.
We report a new transient source, most likely a supernova in the galaxy ESO216-G021. We discovered ATLAS20bhzu (AT2020acpi) on MJD 59197.62 == 2020-12-14.62, at m_c = 18.78 +/- 0.15. This object has just emerged from solar conjunction. ATLAS20bhzu is offset by 27.8 arcsec south, 14.1 arcsec west from its likely host galaxy ESO216-G021, which is at z = 0.018 or d = 74.4 Mpc (from NED), implying an absolute magnitude of M = -16.13 (assuming m-M = 34.36 and A_g = 0.64 and A_r = 0.47). A finder is attached, followup observations are encouraged.  
This work has made use of data from the Asteroid Terrestrial-impact Last Alert System (ATLAS) project. ATLAS is primarily funded to search for near earth asteroids through NASA grants NN12AR55G, 80NSSC18K0284, and 80NSSC18K1575; byproducts of the NEO search include images and catalogs from the survey area.  The ATLAS science products have been made possible through the contributions of the University of Hawaii Institute for Astronomy, the Queen's University Belfast, and the Space Telescope Science Institute. 

", ATLAS20bhzu (AT2020acpi): discovery of a candidate supernova in ESO216-G021 (74 Mpc),ATLAS,,2020
538," ATLAS is a twin 0.5m telescope system on Haleakala and Mauna Loa which is robotically surveying the sky above declination -40 with a cadence of 2 days (Tonry et al. 2018, PASP,130:064505). Two filters are used, cyan and orange (denoted c and o; all mags quoted are in the AB system). While carrying out the primary mission for Near Earth Objects, we search for and publicly report stationary transients to the IAU Transient Name Server.  Data processing is carried out at Queen's University which combines automated source parameter filtering, machine learning image recognition, and spatial cross-matching with astronomical catalogues (Smith et al. 2020, PASP, 132:085002). More information is on the ATLAS homepage. We are submitting AstroNotes for transients that are either within 100 Mpc, or have some other interesting feature to bring to the community's attention, such as bright nuclear transients, slowly rising or rapidly fading objects.
We report a new transient source, coincident with the nucleus of the galaxy MCG -02-60-001. We discovered ATLAS20bcmt (AT2020uzq) on MJD 59126.43 == 2020-10-04.43, at m_o = 17.58 +/- 0.09. There was no detection by ATLAS on MJD 59125.51 == 2020-10-03.51. ATLAS20bcmt is offset by 1.2 arcsec south, 0.4 arcsec east from MCG -02-60-001, which is at z = 0.0115 or d = 43 Mpc (from NED), implying an absolute magnitude of M = -15.64 (assuming m-M = 33.16 and A_r = 0.07 and A_i = 0.05).
This is coincidence with the core of MCG -02-60-001. While the image subtraction may lead to spurious residuals at times, there are 5 epochs of consistently positive flux in the difference images since 59125, indicating this most likely real. It appears to have risen slowly to m_o = 17.3. Spectroscopic classification is encouraged, but will be challenging due to the bright host. 
This work has made use of data from the Asteroid Terrestrial-impact Last Alert System (ATLAS) project. ATLAS is primarily funded to search for near earth asteroids through NASA grants NN12AR55G, 80NSSC18K0284, and 80NSSC18K1575; byproducts of the NEO search include images and catalogs from the survey area.  The ATLAS science products have been made possible through the contributions of the University of Hawaii Institute for Astronomy, the Queen's University Belfast, and the Space Telescope Science Institute. 

", ATLAS20bcmt (AT2020uzq): discovery of a candidate nuclear transient in MCG -02-60-001 (43 Mpc),ATLAS,,2020
539," The Asiago Transient Classification Program (Tomasella et al. 2014, AN, 335, 841) reports the spectroscopic observation of AT2021zfo (discovered by ALeRCE and also labelled ZTF21abtsoky).
The observation was obtained with the Asiago 1.82m Copernico Telescope (+ AFOSC; range 340-820 nm; resolution 1.4 nm).
The low S/N spectrum is consistent with spectra of the Type Ic SN 2004aw around maximum light, at a redshift z=0.085 measured from a narrow Halpha line in emission.
Similar good matches are obtained with the 91T-like Ia SN 1998es and the Type IIn/Ia-CSM SN 2002ic, although the narrow Halpha line is most likely due to host galaxy contamination. We therefore favour a “Type I” classification for the transient.
The classification was performed using the GELATO (Harutyunyan et al. 2008, A&A, 488, 383) tool.

", Asiago spectroscopic classification of AT 2021zfo,ZTF,,2021
540," ePESSTO+, the advanced Public ESO Spectroscopic Survey for Transient Objects (Smartt et al. 2015 2015A&A...579A..40S), reports the following supernova classifications.
Targets were supplied by the ATLAS survey (Tonry et al. 2018 2018PASP..130f4505T), the Zwicky Transient Facility ZTF (Kulkarni 2018 2018ATel11266....1K) - data stream processed through the Lasair broker (Smith, Williams, Young et al. 2019 2019RNAAS...3a..26S) and the All Sky Automated Survey for SuperNovae ASAS-SN (see Shappee et al. 2014 2014ApJ...788...48S).
Observations were performed on the ESO New Technology Telescope (NTT) at La Silla on the night of 2020 Jan 3, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done using SNID (Blondin & Tonry 2007 2007ApJ...666.1024B) and astroDASH (Muthukrishna et al. 2019 2019arXiv190302557M).
The classification spectra and additional details can be obtained from http://www.pessto.org (via WISeREP) and the IAU Transient Name Server.
The classified objects are listed in the Related Objects table below.

", ePESSTO+ spectroscopic classification of optical transients,PESSTO,,2020
541," We draw attention to the transient AT2020tkx (Gaia20ehu), discovered by Gaia on MJD 59106.49 (2020-09-14) at a magnitude of 18.47 (G-Gaia band). AT2020tkx was also detected by ATLAS and ZTF, providing a well sampled rise time. A classification spectrum was obtained from the Liverpool Telescope (Steele et al. 2004) on MJD 59110.84, and a followup LT spectrum on MJD 59113.87. 
The spectra show a blue continuum and broad features of Fe II and Si II. Gelato (Harutyunyan et al. 2008) finds a reasonable match with broad-line Ic SNe 2002ap and 2006aj at pre-maximum epochs, for an assumed redshift of 0.01. No redshift of the faint host is available, a diffuse, blue galaxy in the Pan-STARRS 3Pi images with r = 20. 
At this redshift, the line velocity inferred from Fe II is ~ 20000-25000 km/sec. The ATLAS light curve appears now to be near maximum, at a magnitude of o = 17.27 +/- 0.04 (on MJD 59114.29), implying an absolute magnitude of M ~ -16.0 (for the assumed redshift) and we observe a rise time of 11 days.  This luminosity is unusually low for a broad-line Ic event, and further spectroscopic, photometric and multi-wavelength observations are encouraged. A finder is provided to aid identification. 
 

", Spectroscopic classification of AT2020tkx as a nearby broad-line Ic event,ZTF,,2020
542," ATLAS is a twin 0.5m telescope system on Haleakala and Mauna Loa which is robotically surveying the sky above declination -40 with a cadence of 2 days (Tonry et al. 2018, PASP, 13, 064505). Two filters are used, cyan and orange (denoted c and o; all mags quoted are in the AB system). While carrying out the primary mission for Near Earth Objects, we search for and publicly report stationary transients to the IAU Transient Name Server.  Data processing is carried out at Queen's University which combines automated source parameter filtering, machine learning image recognition, and spatial cross-matching with astronomical catalogues. More information is on the ATLAS homepage. We are submitting AstroNotes for transients that are either within 100 Mpc, or have some other interesting feature to bring to the community's attention, such as bright nuclear transients, slowly rising or rapidly fading objects.
We report a new transient source, most likely a supernova in the galaxy NGC5419. We discovered ATLAS20caf (AT2020alh) on MJD 58867.59 == 2020-01-19.59, at m_o = 15.26 +/- 0.02. There was no detection by ATLAS on MJD 58851.66 == 2020-01-03.66. ATLAS20caf is offset by 8.00 arcsec north, 4.70 arcsec east from its likely host galaxy NGC5419, which is at z = 0.013 or d = 57.1 Mpc (from NED), implying an absolute magnitude of M = -18.66 (assuming m-M = 33.78 and A_r = 0.17 and A_i = 0.12). Followup observations are encouraged.
This work has made use of data from the Asteroid Terrestrial-impact Last Alert System (ATLAS) project. ATLAS is primarily funded to search for near earth asteroids through NASA grants NN12AR55G, 80NSSC18K0284, and 80NSSC18K1575; byproducts of the NEO search include images and catalogs from the survey area.  The ATLAS science products have been made possible through the contributions of the University of Hawaii Institute for Astronomy, the Queen's University Belfast, and the Space Telescope Science Institute. 

", ATLAS20caf (AT2020alh): discovery of a candidate supernova in NGC5419 (57 Mpc),ATLAS,,2020
543," ATLAS is a twin 0.5m telescope system on Haleakala and Mauna Loa which is robotically surveying the sky above declination -40 with a cadence of 2 days (Tonry et al. 2018, PASP, 13, 064505). Two filters are used, cyan and orange (denoted c and o; all mags quoted are in the AB system). While carrying out the primary mission for Near Earth Objects, we search for and publicly report stationary transients to the IAU Transient Name Server.  Data processing is carried out at Queen's University which combines automated source parameter filtering, machine learning image recognition, and spatial cross-matching with astronomical catalogues (Smith et al. 2020, arXiv:2003.09052). More information is on the ATLAS homepage. We are submitting AstroNotes for transients that are either within 100 Mpc, or have some other interesting feature to bring to the community's attention, such as bright nuclear transients, slowly rising or rapidly fading objects.
We report a new transient source, most likely a supernova in the galaxy NGC 5068 We discovered ATLAS20jxk (AT2020hat) on MJD 58951.48 == 2020-04-12.48, at m_o = 17.83 +/- 0.08. There was no detection by ATLAS on MJD 58949.55 == 2020-04-10.55. ATLAS20jxk is offset by 55.4 arcsec south, 99.6 arcsec east from its likely host galaxy NGC 5068, which is at z = 0.002 or d = 7.51 Mpc (from NED), implying an absolute magnitude of M = -12.3 (assuming m-M = 29.91 and A_r = 0.23 and A_i = 0.17). Followup observations are encouraged.  
This work has made use of data from the Asteroid Terrestrial-impact Last Alert System (ATLAS) project. ATLAS is primarily funded to search for near earth asteroids through NASA grants NN12AR55G, 80NSSC18K0284, and 80NSSC18K1575; byproducts of the NEO search include images and catalogs from the survey area.  The ATLAS science products have been made possible through the contributions of the University of Hawaii Institute for Astronomy, the Queen's University Belfast, and the Space Telescope Science Institute. 

", ATLAS20jxk (AT2020hat): discovery of a faint transient object in NGC 5068  (7.5 Mpc),ATLAS,,2020
544," We report the discovery of the following transient object as part of the Pan-STARRS Survey for Transients (PSST). Information on all objects discovered by the Pan-STARRS Survey for Transients is available at http://star.pst.qub.ac.uk/ps1threepi/ (see Chambers et al. arXiv:1612.05560, Huber et al. ATel #7153). We release AstroNotes for transients of note (e.g. closer than 100Mpc, unusually faint or luminous, or rapidly evolving). 
The new transient source, is likely associated with the faint, red galaxy SDSS J013257.19+182049.5. We discovered PS20gxa (AT2019aafl) on MJD 59084.52  == 2020-08-23.52, at w = 21.3 +/- 0.10. However pre-discovery detections and forced photometry show that it was first detected on MJD = 58508 at w = 21.9 +/- 0.1 and has been rising smoothly (4 intermediate epoch detections) for at least 576 days in the observed frame. 
PS20gxa is slightly offset by 0.25 arcsec south, 0.28 arcsec east from the centre of the extended source and likely host SDSS J013257.19+182049.5. At r = 21.4 (r_P1 = 21.6 in Pan-STARRS DR2) the host galaxy has no spectroscopic redshift. The SDSS DR15 photoZ is z=0.626 +/- 0.053. This would imply a current absolute magnitude of M_w = -21.8 (assuming m-M = 42.92 and A_r = 0.15) and the lighcurve implies it may still be rising. If it were at this redshift, the restframe rise time would be at least 350 days. The longest observed rise time for a superluminous supernova is around 125 days (PS1-14bj; Lunnan et al. ApJ, 831, 144). 
We note another a nearby galaxy (8.4 arcsec away), SDSS J013256.64+182047.4, with a reported spectroscopic redshift at z=0.723 on the SDSS SAS (although the features of the BOSS spectrum on which this is based are not convincing).  
The  red nature of the host, its morphology, transient offset and long rise time all point to a very luminous, high redshift transient with an extraordinarily long  rise. Given the uncertainty in the photoZ, it could concievably be beyond z > 1. Followup spectroscopic classification and photometric follow-up are encouraged. 
 

The discoveries from this program are a byproduct of the Pan-STARRS NEO survey observations. Operation of the Pan-STARRS1 and Pan-STARRS2 telescopes is primarily supported by the National Aeronautics and Space Administration under Grant No. NNX12AR65G and Grant No. NNX14AM74G issued through the SSO Near Earth Object Observations Program. Data are processed at Queen's University Belfast enabled through the STFC grants ST/P000312/1 and ST/T000198/1. 
 

", PS20gxa (AT2019aafl): PSST discovery of a super-long rising transient ,ZTF,,2020
545," Our rapid transient identification pipeline (Ho et al. 2020) identified the candidate ZTF21aakilyd on the basis of its rapid rise compared to recent limits (g = 18.11 at MJD 59256.5084, versus g > 20.29 two nights prior at MJD 2459255.0254).  Confirmation of the transient was provided by i-band ZTF imaging the same night from the partnership survey.   It was noted as a candidate of interest by an on-duty scanner (Yao) on this basis, its coincidence with a possibly distant galaxy, and its very blue color (g-i = -0.90 +/- 0.15 mag).  The source has been registered with TNS as AT2021csp.
We triggered Liverpool Telescope follow-up observations (ugriz imaging and SPRAT spectroscopy) the following night at La Palma.  The source has brightened slightly (to g = 17.90) and is confirmed to be very blue; it is particularly bright in the near-UV (u = 17.47 at MJD 59257.20252).
The SPRAT spectrum is largely featureless but shows a strong, narrow P-cygni feature with the emission component centered at 5040 Angstroms in the observer frame.  Another emission line is visible at 6160 Angstroms.  We identify these features as C III (4650,5696) at a common redshift of z=0.081.  There are no other strong lines visible in the spectrum.
Given this redshift, the absolute magnitude of the transient at the time of the LT observation is M = -20 (at 4500 Angstroms in the rest frame), having risen to this magnitude in less than 3 days.  These properties are consistent with the empirical class of fast blue optical transients (e.g., Drout et al. 2014, Pursianen et al. 2018), although the peak has not yet been reached.   
We have triggered Swift, Gemini, and HST observations, and encourage additional follow-up of this unusual event.

"," ZTF/LT discovery of a fast, luminous blue transient with narrow carbon features",ZTF,,2021
546," ATLAS is a twin 0.5m telescope system on Haleakala and Mauna Loa which is robotically surveying the sky above declination -40 with a cadence of 2 days (Tonry et al. 2018, PASP,130:064505). Two filters are used, cyan and orange (denoted c and o; all mags quoted are in the AB system). While carrying out the primary mission for Near Earth Objects, we search for and publicly report stationary transients to the IAU Transient Name Server.  Data processing is carried out at Queen's University which combines automated source parameter filtering, machine learning image recognition, and spatial cross-matching with astronomical catalogues (Smith et al. 2020, PASP, 132:085002). More information is on the ATLAS homepage. We are submitting AstroNotes for transients that are either within 100 Mpc, or have some other interesting feature to bring to the community's attention, such as bright nuclear transients, slowly rising or rapidly fading objects.
We report a new transient source, most likely a supernova in the galaxy 2MASX J06123179+0641483. We discovered ATLAS21bndk (AT2021agef) on MJD 59557.42 == 2021-12-09.42, at m_o = 18.73 +/- 0.20. There was no detection by ATLAS on MJD 59546.55 == 2021-11-28.55. ATLAS21bndk is offset by 4.1 arcsec north, 8.5 arcsec west from 2MASX J06123179+0641483, which is at z = 0.013 or d = 55 Mpc (from NED), implying an absolute magnitude of M = -15.89 (assuming m-M = 33.68 and A_r = 1.07 and A_i = 0.79). We note that this is in the galactic plane at b = -5.5, but is almost certainly extragalactic. Followup observations are encouraged.
The Asteroid Terrestrial-impact Last Alert System (ATLAS) project is primarily funded to search for near earth asteroids through NASA grants NN12AR55G, 80NSSC18K0284, and 80NSSC18K1575; byproducts of the NEO search include images and catalogs from the survey area. This work was partially funded by Kepler/K2 grant J1944/80NSSC19K0112 and HST GO-15889, and STFC grants ST/T000198/1 and ST/S006109/1. The ATLAS science products have been made possible through the contributions of the University of Hawaii Institute for Astronomy, the Queen's University Belfast, the Space Telescope Science Institute, the South African Astronomical Observatory, and The Millennium Institute of Astrophysics (MAS), Chile. 

", ATLAS21bndk (AT2021agef): discovery of a candidate SN in 2MASX J06123179+0641483 (55 Mpc),ATLAS,,2021
547," Initiated by the CHIME-FRB project and in coordination with additional members of the FRB community, we have designed and developed the required components for hosting and managing FRBs on the TNS. This functionality became operational at the begining of this month, March 2020.
In order to support FRB science, the TNS now includes new functionalities including:

The naming convention for FRB events is 'FRB YYYYMMDDabc', therefore the TNS now operates two name-designation engines in parallel.
Many FRBs are only coarsly localized, so we have added support for area transients, specifying various region (localization) definitions. The available formats (supporting also detached regions) include ellipse/s, polygon/s or a healpix full sky probabilty map fits file. Additional area transient functionalities - e.g. internal cross-matching between area and point transients will be added in the future.
A Separate Report Form and APIs for reporting FRB events.
A mechanism for association and handling of Repeaters: potentially repeating events (at consistent localizations and DMs) are handled as distinct objects on the TNS, associated with a primary (earliest recorded) burst. Association can be managed by users.
Like all other official discoveries and classifications on the TNS, FRB discoveries are fully citable and indexed by the ADS.

Please note the following:

If you are interested to include FRBs in your search results, don't forget to check the new 'Include FRBs' checkbox at the top of the search page.
Limiting the search page queries to retrieve only FRBs is possible via selecting AT Type = FRB, or choosing Object Type = FRB.
Also note that on the Search page there are several FRB-specific query fields in the new section 'Advanced FRB Search', as well as additional specific FRB properties that can be displayed via the 'Columns to display' section.
If you are interested in receiving email notifications on new FRB reports, this should be defined on your ""My Account"" page, under the section 'General Notification Settings'. Note that the default is to not receive FRB alerts, so make sure to update as needed. 

Near future plans include the complete ingestion of the FRBCAT and the reporting of the backlog of historic FRB events, both published and non-published, as already undertaken by CHIME; followed by the reporting of live events by the various radio observatories/groups.
There is clearly room for further improvements and adjustments, especially until the new functionalities stabilize; we clearly welcome any questions, feedbacks and comments.
The TNS Team.

", Fast Radio Bursts (FRBs) now reported to and distributed via the TNS,ZTF,,2020
